"id","hsg","blk","hsp","nonint","mhs","mcol","fhs","fcol","adjinc","urb","empl","unem80","wtest","age"
3868,1,0,0,0,1,0,0,1,1.118,1,1,4.7,1.337,22
12158,1,1,0,0,0,0,1,0,0.3843,0,1,6.9,-1.727,21
2032,1,0,0,1,1,0,0,1,0.5292,1,0,10.1,-0.742,20
9952,1,1,0,0,0,1,0,1,0.7559,1,0,6,-1.246,21
7561,1,0,0,0,0,1,0,1,2.6386,1,2,5,1.537,22
3425,1,0,0,0,0,1,1,0,0.1633,1,1,7.5,0.997,21
5580,0,0,0,0,0,0,1,0,0.8315,0,2,7.5,-0.303,21
2376,1,0,0,0,1,0,0,0,1.05,1,2,16.6,0.749,20
3326,1,1,0,1,1,0,1,0,0.4243,1,0,6.7,-1.596,21
10492,1,0,1,1,0,0,1,0,0.2187,1,0,10.2,-0.204,22
7674,1,1,0,0,1,0,0,1,0.8944,1,2,6.3,-0.925,21
817,1,0,0,0,1,0,0,1,1.7321,1,2,9.4,0.824,21
3815,1,0,0,0,1,0,0,1,2.0412,1,1,5.4,1.231,21
1556,1,0,0,0,1,0,0,1,1.495,1,1,5,0.882,22
6594,1,1,0,1,0,0,1,0,0.2735,0,2,6.9,-0.745,22
1635,1,0,0,0,1,0,1,0,0.7921,1,1,7.8,0.292,22
6868,0,1,0,1,1,0,1,0,1.45,1,0,5.8,-0.7,21
3247,1,0,0,1,1,0,0,0,0.6532,1,1,5.6,0.231,22
7227,0,1,0,1,0,1,0,0,0.313,1,1,7.5,-0.125,22
2465,1,0,0,0,0,1,1,0,1.118,0,1,9.1,1.626,22
9875,0,0,1,0,0,0,0,0,1.25,1,1,6.8,-1.365,22
9358,1,0,1,0,0,1,0,0,0.5367,1,2,9.2,-1.375,22
2871,1,0,0,0,0,1,0,1,1.2247,1,1,5.8,0.441,21
4923,0,0,0,0,0,0,0,0,0.4041,0,2,7.4,-0.907,22
5625,1,0,0,0,0,0,1,0,1.0607,1,1,6.9,0.529,22
5342,1,0,0,0,1,0,1,0,1.2247,0,0,6.9,0.782,22
1591,1,0,0,0,0,0,0,0,0.5715,1,1,6.9,-0.251,21
3612,1,0,0,0,1,0,1,0,1.051,1,2,6.3,-0.149,22
241,1,0,0,0,0,0,0,0,0.3536,1,1,9.5,-0.842,21
12106,1,0,0,0,0,1,0,1,0.6124,0,0,13.4,0.76,20
10541,0,0,1,1,0,0,0,0,0.2606,0,1,6.9,0.329,22
7370,1,1,0,0,0,0,0,0,0.3421,1,1,4.2,1.524,21
12023,1,0,0,1,0,0,0,1,1.05,1,0,11.1,0.958,21
920,1,0,0,0,1,0,1,0,0.694,1,1,3.7,1.426,22
4324,1,1,0,1,0,0,0,0,0.7217,1,2,5.4,-0.972,22
4130,1,0,0,0,0,0,0,0,0.6047,1,2,6,-2.067,21
12019,1,0,0,0,1,0,0,1,1.3461,1,2,5.9,0.695,22
3086,1,0,0,0,1,0,0,1,1.5652,0,2,9.9,1.305,21
1945,1,0,0,0,1,0,0,0,0.135,0,2,5.6,0,20
4983,0,0,0,0,0,0,0,0,0.4157,1,0,3,-0.747,21
2696,1,0,1,0,0,0,1,0,0.2268,1,2,11.3,0.076,21
8481,1,1,0,1,0,0,0,0,0.2828,1,2,9.1,-1.295,21
2697,1,0,1,0,0,0,0,0,0.2828,1,2,11.3,0.158,21
4022,1,0,0,0,0,1,0,1,1.5,1,1,4.5,-0.726,21
2963,1,0,0,0,0,1,0,1,1.25,1,0,4.4,0.814,22
2352,0,1,0,1,1,0,0,0,0.2683,1,1,5.7,-1.482,22
8394,0,0,1,0,0,1,0,0,0.6325,1,2,8,-1.124,22
6341,1,1,0,1,0,0,1,0,0.2574,0,1,10.2,-1.802,20
4643,0,0,0,0,1,0,0,1,0.2828,1,2,6.9,-0.499,22
7191,1,1,0,1,0,0,1,0,0.35,1,2,7.1,-0.919,22
325,1,0,0,0,1,0,1,0,1.2247,1,2,11.4,0.81,21
441,1,0,0,0,1,0,0,0,1.0392,1,1,5.4,-1.404,22
7664,1,1,0,0,1,0,1,0,0.75,1,0,6.3,-0.425,21
5500,1,0,0,0,1,0,0,1,0.9,0,2,4.9,0.128,21
2256,1,0,0,0,1,0,1,0,0.6,0,1,7.1,0.054,22
5894,1,1,0,1,0,0,1,0,0.3593,1,1,5.9,-0.579,22
8239,1,1,0,0,1,0,0,1,0.4919,1,0,6,0.184,22
2584,1,0,0,0,0,0,0,0,0.6172,0,2,8.7,-1.253,21
4486,1,1,0,1,1,0,0,1,0.6,1,2,5.8,0.48,21
9425,1,0,0,0,1,0,0,0,0.8165,1,0,5.5,0.043,21
9606,1,1,0,1,1,0,1,0,0.1633,1,0,5.9,-0.246,22
537,0,0,0,0,0,0,0,0,0.4899,1,0,5.8,-1.68,22
7142,0,1,0,1,0,0,0,0,0.8083,1,2,9.5,-1.12,21
5512,1,0,0,0,1,0,0,0,0.75,0,1,6.9,0.506,22
12260,1,0,0,0,1,0,1,0,0.3578,1,2,3.7,1.501,22
5519,0,0,0,1,0,0,0,0,0.4419,0,1,4.9,-1.584,22
6790,0,0,1,0,0,0,1,0,0.3264,1,0,9.2,-1.084,22
1294,1,1,0,0,1,0,1,0,0.8165,1,0,4.4,0.146,22
2439,1,0,0,0,1,0,0,1,1.2667,0,1,6.9,0.767,22
7790,1,0,1,0,0,0,0,0,0.9839,1,1,3,-1.333,22
5095,1,0,0,0,0,0,0,1,1.15,1,1,5.5,1.006,21
12184,1,1,0,0,0,0,0,0,0.7603,1,2,6.3,-1.358,21
9761,1,1,0,1,0,1,0,0,0.4491,1,2,3,0.406,22
3886,1,0,0,0,1,0,0,1,1.1717,1,2,3.2,1.58,21
2973,1,0,0,0,0,0,1,0,1.45,1,1,6.1,-0.161,22
11920,1,0,0,0,0,1,0,1,1.3002,0,1,5.6,0.917,22
8256,1,1,0,1,1,0,1,0,0.253,1,1,6,-0.979,21
9309,1,1,0,0,1,0,1,0,0.1484,1,2,6.2,-1.163,22
3861,1,0,0,0,1,0,0,1,1.4311,1,1,4.7,1.505,22
9538,0,0,1,1,1,0,1,0,0.2475,1,0,7.5,-1.805,22
8333,0,0,1,0,0,0,0,0,0.3552,0,0,10.2,-0.243,22
1669,1,0,0,0,1,0,0,1,1.2,1,1,6,1.037,22
4055,1,0,0,0,0,1,0,1,3.3541,1,2,4.5,1.373,20
8069,1,0,1,0,1,0,0,0,0.45,1,2,7,-0.23,22
9886,0,0,1,0,1,0,1,0,0.4067,1,1,7,-1.283,21
7978,0,0,1,0,0,0,0,0,0.3266,1,1,8.9,-0.607,22
4736,0,0,0,1,0,0,1,0,0.149,1,2,7.6,-1.072,21
4985,0,0,0,0,1,0,0,0,0.8497,1,2,3,-1.331,21
9880,1,1,0,0,0,1,0,1,0.7348,1,2,7,-0.679,20
2941,1,0,0,0,0,1,0,1,3.3541,1,2,7,1.481,21
4898,1,0,0,0,1,0,0,1,0.8165,1,1,12.9,0.746,22
2767,1,0,0,0,0,0,0,0,0.313,0,2,9.8,-1.147,21
3639,0,0,0,0,0,0,0,0,0.6205,0,2,7.2,-1.614,22
6271,1,1,0,1,0,0,0,0,0.3175,0,2,9.8,-1.302,21
2950,1,0,0,0,0,1,0,1,1.3676,1,1,4.4,0.912,21
1955,1,0,0,0,1,0,0,1,0.9815,0,2,5.6,1.192,22
4647,1,0,0,1,0,0,0,0,1.2355,1,2,11,1.46,21
8229,0,0,0,0,0,1,0,1,1.0206,1,0,6,-0.257,21
5423,0,0,0,0,0,0,0,0,0.2531,0,2,5.1,-1.73,21
6902,1,1,0,1,0,0,0,0,0.85,1,0,4.3,-0.631,22
1731,1,0,0,0,1,0,1,0,0.6708,1,0,5.8,0.746,22
2832,1,0,0,1,0,1,0,0,0.825,1,2,5.8,0.138,22
7277,0,1,0,1,0,0,1,0,0.6803,1,1,11.1,-0.57,22
6911,1,0,0,0,0,0,0,0,0.5411,1,0,4.3,-0.663,20
4835,1,0,0,0,0,0,1,0,0.8165,1,0,12.9,1.079,22
3732,1,0,0,0,1,0,0,1,1.3864,1,1,6.1,1.661,21
2397,0,0,1,0,0,0,0,0,0.4693,1,0,16.6,-1.145,21
6760,1,1,0,1,0,0,1,0,0.2957,1,2,9,-1.308,21
672,1,1,0,1,0,1,0,1,0.9238,1,1,5,0.409,21
9295,1,1,0,1,1,0,0,0,0.85,1,1,6.2,-0.172,22
145,1,0,0,0,1,0,1,0,0.4899,1,1,4.2,0.437,22
7434,0,1,0,0,0,0,0,0,0.2342,1,0,4.5,-0.851,22
11926,1,0,0,0,1,0,1,0,0.8333,0,1,8.5,1.297,22
4243,1,0,0,1,1,0,0,0,0.3578,1,2,3.4,-1.476,20
3127,1,0,0,0,1,0,1,0,0.7757,1,1,7.8,-0.794,22
1046,1,0,0,0,0,1,1,0,1.5,1,1,4.4,0.578,22
1089,0,0,0,0,0,0,0,0,0.5814,1,1,5.3,-1.423,22
5786,1,0,1,0,0,0,0,1,0.8165,1,0,8,-0.365,22
6085,1,1,0,0,0,0,0,0,1.0733,1,2,6.8,-1.684,21
6850,1,1,0,1,1,0,1,0,0.2114,1,1,7.3,1.055,22
7627,1,1,0,0,0,1,0,1,1.2522,1,2,5.7,-1.501,21
2725,1,0,0,0,1,0,0,0,1.5011,0,2,4.8,1.291,21
1836,1,0,1,0,0,0,0,0,0.2041,1,0,8.9,0.366,21
2780,1,0,0,0,0,0,0,0,0.0805,0,2,9.8,-1.62,20
6077,1,1,0,0,0,1,1,0,0.48,1,1,6.8,-1.797,20
508,1,0,0,0,0,1,0,0,1.3,1,1,6.9,-0.428,22
7401,1,1,0,0,1,0,1,0,0.8944,1,1,4.2,0.304,21
4313,1,1,0,1,0,0,0,0,0.3182,1,0,3.4,-1.118,21
2811,1,0,0,0,0,0,1,0,0.8981,0,2,9.8,-0.597,22
8339,1,0,1,0,0,0,1,0,0.805,0,2,10.2,0.401,21
10430,1,0,1,0,0,0,0,0,0.2255,1,0,7.5,-1.786,22
2851,1,0,0,0,0,1,0,1,2.0125,1,0,8,1.519,21
1176,1,0,0,0,1,0,0,1,1.4758,1,2,6.2,0.39,21
832,0,1,0,0,1,0,1,0,0.506,1,1,6.9,-0.278,22
2060,1,0,0,1,1,0,0,1,0.35,0,1,7.7,0.13,20
5727,1,0,1,1,1,0,0,0,0.49,1,0,7.8,-0.694,21
4233,1,0,0,0,1,0,0,1,1.2021,1,0,6.9,0.243,22
4155,0,0,0,1,1,0,0,1,1.02,1,2,5,-1.359,20
12089,1,0,0,0,0,1,0,1,0.85,1,2,12.9,0.516,21
451,1,0,0,0,1,0,1,0,1.3416,1,2,5.4,-0.742,20
5785,1,0,1,0,0,0,1,0,0.8165,1,0,8,1.031,22
5185,1,0,0,1,1,0,1,0,0.567,0,1,4.7,1.164,21
9307,1,1,0,0,0,1,0,0,0.4667,1,2,6.2,-1.605,22
5398,1,0,0,0,0,0,0,0,0.3578,0,1,4.7,0.963,22
5005,1,0,0,0,0,0,0,1,4.3302,1,2,3,0.414,22
2266,0,1,0,0,1,0,0,0,1.3333,0,2,7.1,-1.513,20
279,1,0,0,0,1,0,0,1,1.25,1,0,9.5,0.265,22
6811,1,0,1,0,0,0,0,0,0.2458,1,0,9.2,0.764,22
5211,1,0,0,0,1,0,0,0,0.5081,0,2,4.7,-1.098,21
807,1,0,0,0,1,0,1,0,1.2247,1,2,9.4,1.094,22
509,1,0,0,0,1,0,1,0,1.4311,1,1,7.4,1.276,21
5901,0,1,0,1,0,0,0,1,0.2944,1,2,11.4,-1.122,21
1819,1,0,1,0,0,0,0,0,0.9839,1,2,8.9,1.191,22
384,1,1,0,1,0,0,1,0,0.2884,1,0,8.4,-0.18,22
1670,1,0,0,0,0,1,0,1,2.25,1,2,9.3,1.539,21
8228,1,0,1,0,0,1,1,0,1.0206,1,1,6,1.064,22
5194,1,0,0,0,1,0,1,0,0.7917,0,2,4.7,0.592,21
11806,1,0,0,0,1,0,1,0,0.855,0,2,6.3,-0.172,21
6484,1,0,0,0,0,0,0,0,0.3005,1,1,7.6,-0.931,21
5358,1,0,0,0,1,0,1,0,0.51,0,1,6.1,0.856,22
4263,0,0,0,1,0,0,0,0,0.3578,0,1,2.5,-0.726,22
7399,1,1,0,0,0,1,0,0,1.25,1,2,5.6,1.094,21
2830,1,0,0,0,0,0,1,0,0.4572,1,0,5.8,0.523,22
3142,1,0,0,0,0,1,0,1,1.5,1,1,4.2,1.546,21
3750,1,0,0,1,1,0,1,0,0.313,1,1,6.1,0.673,22
8108,1,0,1,0,0,0,1,0,1.3856,1,1,4.1,-0.847,22
9548,0,0,1,0,0,0,0,1,0.7201,1,0,7.5,-0.791,20
6092,1,1,0,0,1,0,0,0,0.1342,1,2,6.8,-0.649,22
8115,0,0,1,0,0,0,0,0,0.24,1,2,4.1,-1.438,21
2707,1,0,1,0,0,0,0,0,0.3266,1,2,11.3,-1.18,21
9962,0,0,1,0,0,0,0,0,0.65,1,1,6,-0.119,21
4687,1,0,0,0,1,0,0,1,2,1,1,7.5,1.04,22
11942,1,0,0,0,0,0,0,0,0.4041,0,2,8.7,0.127,21
7372,1,1,0,1,0,1,0,1,0.8,1,1,4.5,-0.179,21
2845,1,0,0,0,0,1,0,1,0.5367,1,1,7.4,1.766,22
9914,0,0,1,0,0,0,0,0,0.4899,1,2,4.1,-0.677,21
2583,1,0,0,0,0,0,0,0,0.6172,0,2,6.9,0.003,22
871,0,0,0,0,1,0,0,1,0.5303,1,1,8,0.566,21
7803,0,1,0,0,0,0,0,0,0.3674,1,1,3,-1.781,22
4740,1,0,0,0,1,0,1,0,1.3856,1,2,7.6,-0.218,21
1433,1,1,0,0,0,0,1,0,0.4472,1,1,3.4,-0.089,22
8947,1,0,0,0,0,0,0,0,0.2245,1,2,8.1,-0.109,22
5237,1,0,0,0,0,1,0,1,0.8944,0,2,5.4,0.687,22
2557,1,0,0,0,1,0,1,0,1.118,0,1,5.6,1.49,21
8390,1,0,1,0,0,0,0,0,0.5586,1,1,8,-0.352,22
3827,1,1,0,1,1,0,0,0,0.3536,1,1,4.7,-1.311,22
2858,1,0,0,0,1,0,0,1,1.7889,1,1,4.9,1.125,22
4044,1,0,0,0,1,0,0,1,0.3761,1,2,6.2,-0.691,21
8360,1,0,1,1,0,0,0,0,0.378,0,0,10.2,-0.21,21
6909,1,1,0,1,0,0,0,0,0.4596,1,1,4.3,-0.605,21
10075,0,0,1,0,0,0,0,0,0.4914,1,0,8,-1.626,22
8625,1,1,0,0,1,0,1,0,2,1,1,7,0.01,22
5137,0,0,0,1,0,0,0,0,0.4738,0,1,6.6,0,21
1257,0,0,0,0,1,0,1,0,0.9,1,2,7.5,-0.502,21
1003,1,0,0,0,1,0,0,1,0.866,0,1,9.4,0.477,21
9376,1,0,1,1,0,0,0,0,0.313,1,2,9.2,-0.886,21
921,1,0,0,0,1,0,1,0,0.694,1,2,4.1,-1.297,21
2957,1,0,0,0,0,1,0,1,1.4289,1,0,12.7,1.169,22
1222,1,1,0,0,0,0,0,0,0.1812,1,2,5.6,-1.258,22
5556,0,0,0,0,0,0,0,0,0.4246,0,2,5,-1.291,20
8378,0,0,1,0,0,0,0,0,0.5456,1,0,8,-0.887,20
4640,1,0,0,1,1,0,0,0,0.6351,1,2,7,-0.565,21
1822,0,0,1,1,0,0,0,0,0.4472,1,1,8.9,-1.442,22
235,1,0,0,0,1,0,1,0,0.6532,1,1,9.5,0.727,22
2602,0,0,0,0,0,0,0,0,0.5367,0,2,8.7,0.633,21
299,0,0,1,1,0,0,1,0,0.2179,1,2,11.4,-1.019,22
1501,1,0,0,0,0,1,0,1,1.8371,1,1,10.3,1.45,22
4770,1,0,0,0,1,0,0,0,0.9238,1,0,7.6,0.393,21
6593,1,1,0,1,0,0,0,0,0.2539,0,1,8.6,-0.796,21
10133,1,1,0,0,1,0,0,1,0.298,1,2,3.9,-1.432,21
9058,1,1,0,1,0,0,0,0,0.119,0,0,9.8,-0.808,22
8421,1,0,0,0,0,1,0,0,0.378,1,2,6,-0.315,22
10235,1,1,0,1,0,0,0,0,0.9839,1,1,14.9,1.154,22
8233,1,0,0,0,0,0,0,0,0.4025,1,2,6,-0.952,21
8219,1,0,0,0,1,0,0,1,1.4087,1,1,6,0.351,21
445,1,0,0,0,0,1,0,1,2,1,2,5.9,1.057,20
5931,1,1,0,0,0,0,0,0,0.3801,1,0,6.9,-1.132,22
3220,1,0,0,0,1,0,0,1,0.8839,1,0,4.9,1.187,22
8877,1,0,1,0,0,0,0,1,0.3162,1,0,8,-0.713,22
12009,0,0,0,0,0,1,1,0,1.0607,1,2,6.3,0.277,22
747,1,0,0,0,0,1,1,0,1.31,1,1,13.7,0.761,21
2090,0,0,0,0,1,0,1,0,0.8485,0,0,7.7,-0.814,21
8469,1,0,0,0,0,1,0,1,0.8497,0,1,6,0.295,21
1012,1,0,0,0,0,0,0,0,1.0206,1,0,5.4,-1.378,22
1153,0,1,0,0,1,0,0,0,0.8165,1,1,5,-1.419,21
2630,1,0,0,1,1,0,1,0,0.6081,0,2,5.9,0.785,21
4181,0,1,0,1,1,0,1,0,0.0566,1,2,4.2,-0.149,22
10003,1,0,1,1,0,1,0,1,0.1968,1,0,9.2,-0.656,22
1919,1,0,0,0,1,0,1,0,0.9839,0,1,5.8,0.221,22
10479,1,0,0,0,0,0,0,0,0.4919,1,1,7,-1.201,21
2111,1,0,0,0,1,0,0,1,0.7333,0,1,7.7,1.082,20
2954,1,0,0,0,1,0,0,0,0.5669,1,1,4.4,-1.75,20
2323,1,0,0,0,1,0,1,0,0.8944,1,2,5.5,-0.2,22
929,1,0,0,0,1,0,1,0,0.8944,1,2,4.1,0.615,20
6095,1,1,0,0,0,0,0,0,0.1732,1,2,6.8,-1.139,21
2470,1,0,0,1,0,1,0,0,0.7,0,1,8.1,0.711,22
3379,1,0,0,0,1,0,1,0,1.25,1,1,13.1,1.27,22
3497,1,0,0,0,0,0,0,0,1.0614,0,2,7.2,1.161,20
1092,1,0,0,0,0,0,0,0,0.7603,0,1,3.5,0.387,22
8661,0,1,0,1,0,0,0,0,0.2449,1,0,8.6,-0.723,22
3776,0,0,0,0,1,0,0,0,1.7,1,1,11.1,1.285,21
3257,1,0,0,0,0,1,0,1,0.8944,0,2,4.9,1.539,22
4998,1,0,0,0,0,1,0,1,3.7501,1,1,3,1.073,22
799,1,0,0,0,1,0,1,0,0.9827,1,0,6.9,-0.137,21
1319,1,0,0,0,0,0,0,0,0.7,0,1,5.7,-1.428,22
11758,1,0,0,0,1,0,1,0,1.2,1,2,6.1,0.84,20
2766,1,0,0,0,0,0,0,0,0.313,0,0,9.8,0.926,22
3479,1,0,0,0,1,0,1,0,1.7,1,2,7.5,-0.272,21
877,1,0,0,0,0,1,0,1,1.9,1,2,6.9,0,22
7866,0,0,1,0,0,0,0,0,0.9815,1,2,3.4,-1.39,21
7800,1,1,0,0,0,0,0,0,1.2,1,2,3,-0.299,20
5106,1,0,0,0,1,0,0,0,0.5883,1,2,4.7,-0.609,21
5316,1,0,0,1,0,1,0,1,0.7181,0,2,10.7,1.223,22
6038,1,1,0,0,1,0,1,0,0.5367,1,2,7.2,-0.147,22
9773,1,0,1,0,0,0,0,0,0.4899,1,2,3.4,-0.936,21
8040,1,1,0,1,0,1,1,0,1.1,1,2,7,-0.338,21
411,1,0,0,0,0,0,1,0,0.8944,0,1,6.9,-0.865,22
11833,1,0,0,1,0,1,0,0,0.8497,1,0,10.8,-1.259,20
7,1,0,0,1,1,0,1,0,0.4909,1,1,6.9,-0.11,21
1447,1,0,0,0,1,0,0,0,3.182,1,2,2.7,0,21
6402,1,1,0,0,1,0,1,0,0.2236,0,2,10.9,0.651,21
1053,1,0,0,0,1,0,1,0,1.2247,1,1,5.6,0.782,22
1772,0,0,0,1,1,0,0,0,0.168,0,2,6.4,-0.864,21
9181,1,1,0,0,0,0,0,0,0.2167,0,2,8.6,-1.73,22
3267,1,0,1,0,1,0,1,0,1.118,1,0,5.5,1.104,22
12144,0,0,0,1,0,1,0,0,0.1541,1,1,8.4,-0.907,20
1010,1,0,0,0,0,0,1,0,0.9,1,1,5.4,1.136,21
8320,1,0,1,0,0,0,0,0,0.9942,1,2,6.9,0.118,22
6960,1,0,1,0,1,0,0,0,0.313,1,2,5.7,0.016,21
7265,1,1,0,1,0,0,0,0,0.4025,1,0,6.9,-0.265,22
7711,1,1,0,0,0,0,0,0,0.5667,1,0,6.9,-1.01,21
6090,0,1,0,1,0,0,0,0,0.1134,1,1,4.4,-1.63,22
2967,1,0,0,1,0,0,0,0,0.3511,1,2,7.3,-0.869,21
9443,1,1,0,1,0,0,0,0,0.2776,1,0,5.7,-0.166,21
4216,1,0,0,0,1,0,1,0,1.0286,0,2,5.7,0.273,20
11799,1,1,0,1,0,1,1,0,0.4472,1,2,14.3,-0.612,21
6778,1,0,0,1,0,0,0,1,0.3249,1,0,7.3,-1.28,22
9387,1,0,0,1,0,0,0,0,0.2449,1,2,6.3,-0.685,22
5893,1,1,0,0,1,0,0,0,1.25,1,2,6.9,-0.031,22
10490,1,0,1,1,0,0,0,0,0.3394,1,0,10.2,-0.407,22
191,1,0,0,0,0,1,0,1,1.3,1,0,5.8,1.09,21
4549,1,0,0,0,1,0,0,1,1.1339,1,2,8.6,0.16,21
9636,1,1,0,0,0,0,0,1,1.225,1,1,6.9,0.854,21
3569,1,0,0,0,1,0,1,0,0.7666,1,2,6.3,-0.704,21
938,1,0,0,0,1,0,1,0,0.8839,1,1,4.5,-0.462,22
2815,1,0,0,0,1,0,1,0,0.6803,0,2,9.8,0.219,20
1058,1,0,0,1,0,1,0,0,0.55,1,1,4.4,-0.232,21
9114,1,1,0,0,0,0,0,0,0.1399,0,2,4.7,0.147,21
9283,0,0,1,0,0,0,0,0,0.225,1,0,4.2,-1.843,22
4732,1,0,0,0,1,0,0,0,0.3831,1,1,7.6,-0.718,22
2895,1,0,0,0,0,1,0,1,2.0412,1,2,5.7,0.357,20
4289,1,0,0,0,1,0,0,1,1,1,2,3.7,1.596,22
997,1,0,0,0,1,0,1,0,1.245,1,1,11.1,0.507,20
7188,0,1,0,1,1,0,1,0,0.6532,1,2,7.1,-1.114,21
1767,1,0,0,0,0,1,0,1,2.4495,1,1,7.4,1.142,22
2644,1,0,1,0,0,0,0,0,0.3578,1,2,11.3,-0.066,20
3838,0,0,0,1,1,0,1,0,0.6261,1,0,4.7,0.186,20
6401,1,1,0,1,0,0,0,0,0.0996,0,2,6.9,-0.136,22
4009,1,0,0,1,0,0,0,0,0.5879,1,1,6.9,0.561,20
4712,0,1,0,0,0,0,0,0,0.6957,1,0,6.6,-1.423,22
5764,1,0,1,0,0,1,1,0,1.5285,1,2,3.7,1.043,22
4385,0,0,0,0,0,0,0,0,0.6708,1,1,6.6,0,21
11841,1,1,0,1,0,1,0,0,0.35,1,1,10.8,-0.162,22
8914,1,0,1,0,0,0,1,0,0.208,1,2,6.9,0.893,21
4850,1,0,0,0,1,0,0,0,0.5715,1,2,12.9,-1.103,20
535,0,0,0,0,0,0,0,0,0.4899,1,2,5.8,-0.393,21
2787,1,0,0,0,0,0,0,0,0.6954,0,2,6.9,0.971,21
355,1,0,0,1,1,0,1,0,0.8971,1,2,8.4,0.177,21
5365,1,0,0,0,0,0,1,0,0.8165,0,1,4.1,-0.828,21
4586,1,0,0,0,0,1,0,0,0.2254,1,1,8.6,1.194,21
